MSU	logFC	adj.p.value	RAP	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name
LOC_Os05g37950	0.96586513917046	1.0343144283367279e-22	Os05g0453500	NA	Guanylyl cyclase domain containing protein	protein_coding	LOC4338971	4338971	Guanylyl cyclase domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein GUCD1	NA	NA
LOC_Os06g30130	1.0297873724871671	1.0903440111951986e-22	Os06g0496800	NA	Similar to S-locus receptor kinase precursor	protein_coding	LOC4341100	4341100	Membrane-associated kinase-6, Response to submergence	MAK6	Membrane-associated kinase-6	NA	NA	OsMAK6	Membrane-associated kinase-6	MEMBRANE-ASSOCIATED KINASE 6	NA	NA	putative receptor-like protein kinase At4g00960	GO:0006468, GO:0005524, GO:0005886, GO:0016021, GO:0004674, GO:0016020, GO:0004672, GO:0016772, GO:0009413, GO:0030912	protein phosphorylation, ATP binding, plasma membrane, integral component of membrane, protein serine/threonine kinase activity, membrane, protein kinase activity, transferase activity, transferring phosphorus-containing groups, response to flooding, response to deep water
LOC_Os06g30130	1.0297873724871671	1.0903440111951986e-22	Os06g0496800	NA	Similar to S-locus receptor kinase precursor	protein_coding	LOC4341100	4341100	Similar to S-locus receptor kinase precursor.	NA	NA	NA	NA	OsMAK6	Membrane-associated kinase-6	MEMBRANE-ASSOCIATED KINASE 6	NA	NA	putative receptor-like protein kinase At4g00960	GO:0006468, GO:0005524, GO:0005886, GO:0016021, GO:0004674, GO:0016020, GO:0004672, GO:0016772, GO:0009413, GO:0030912	protein phosphorylation, ATP binding, plasma membrane, integral component of membrane, protein serine/threonine kinase activity, membrane, protein kinase activity, transferase activity, transferring phosphorus-containing groups, response to flooding, response to deep water
LOC_Os01g16370	3.0381736996138176	1.2558608777214466e-22	Os01g0269500	NA	Conserved hypothetical protein	protein_coding	LOC4326268	4326268	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	disease resistance protein Pik-2-like	GO:0006952	defense response
LOC_Os04g44210	0.8804921395276766	1.515434076738587e-22	Os04g0523100	NA	Similar to OSIGBa0153E02-OSIGBa0093I20.5 protein	protein_coding	LOC4336435	4336435	Similar to OSIGBa0153E02-OSIGBa0093I20.5 protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4336435	NA	NA
LOC_Os07g42160	1.7057795260565651	2.0216263190777097e-22	Os07g0613000	NA	RelA/SpoT protein domain containing protein	protein_coding	LOC4343883	4343883	RelA/SpoT protein domain containing protein.	NA	NA	NA	NA	OsRSH3b	RelA/SpoT Homolog 3b	RELA/SPOT HOMOLOG 3B	NA	NA	probable GTP diphosphokinase RSH3, chloroplastic	GO:0015969, GO:0009658, GO:0010109, GO:0010468, GO:0015970, GO:0046039, GO:0048366	guanosine tetraphosphate metabolic process, chloroplast organization, regulation of photosynthesis, regulation of gene expression, guanosine tetraphosphate biosynthetic process, GTP metabolic process, leaf development
LOC_Os02g56800	3.857968331899361	2.0503491192265849e-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os02g50174	0.8099916211019125	4.388139345343121e-22	Os02g0734600	NA	Similar to EFA27 for EF hand, abscisic acid, 27kD	protein_coding	LOC4330644	4330644	Similar to EFA27 for EF hand, abscisic acid, 27kD.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4330644	GO:0005509, GO:0016021, GO:0004497, GO:0016020	calcium ion binding, integral component of membrane, monooxygenase activity, membrane
LOC_Os02g50174	0.8099916211019125	4.388139345343121e-22	Os02g0734600	NA	Similar to EFA27 for EF hand, abscisic acid, 27kD	protein_coding	LOC4330644	4330644	Similar to caleosin related protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4330644	GO:0005509, GO:0016021, GO:0004497, GO:0016020	calcium ion binding, integral component of membrane, monooxygenase activity, membrane
LOC_Os01g05670	0.7587420379088037	4.706340452527279e-22	Os01g0150000	CER10	Similar to Synaptic glycoprotein SC2	protein_coding	LOC4324516	4324516	Similar to Synaptic glycoprotein SC2.	NA	NA	CER10	ECERIFERUM 10	OsCER10	eceriferum10, eceriferum 10	NA	NA	NA	very-long-chain enoyl-CoA reductase	GO:0016627, GO:0006629, GO:0016021, GO:0005737, GO:0016020, GO:0016491, GO:0042761, GO:0005886, GO:0006633, GO:0006816, GO:0007030, GO:0009651, GO:0009922, GO:0009923, GO:0010025, GO:0016126, GO:0019166, GO:0046520	oxidoreductase activity, acting on the CH-CH group of donors, lipid metabolic process, integral component of membrane, cytoplasm, membrane, oxidoreductase activity, very long-chain fatty acid biosynthetic process, plasma membrane, fatty acid biosynthetic process, calcium ion transport, Golgi organization, response to salt stress, fatty acid elongase activity, fatty acid elongase complex, wax biosynthetic process, sterol biosynthetic process, trans-2-enoyl-CoA reductase (NADPH) activity, sphingoid biosynthetic process
LOC_Os01g05670	0.7587420379088037	4.706340452527279e-22	Os01g0150000	CER10	Similar to Synaptic glycoprotein SC2	protein_coding	LOC4324516	4324516	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal domain containing protein.	NA	NA	CER10	ECERIFERUM 10	OsCER10	eceriferum10, eceriferum 10	NA	NA	NA	very-long-chain enoyl-CoA reductase	GO:0016627, GO:0006629, GO:0016021, GO:0005737, GO:0016020, GO:0016491, GO:0042761, GO:0005886, GO:0006633, GO:0006816, GO:0007030, GO:0009651, GO:0009922, GO:0009923, GO:0010025, GO:0016126, GO:0019166, GO:0046520	oxidoreductase activity, acting on the CH-CH group of donors, lipid metabolic process, integral component of membrane, cytoplasm, membrane, oxidoreductase activity, very long-chain fatty acid biosynthetic process, plasma membrane, fatty acid biosynthetic process, calcium ion transport, Golgi organization, response to salt stress, fatty acid elongase activity, fatty acid elongase complex, wax biosynthetic process, sterol biosynthetic process, trans-2-enoyl-CoA reductase (NADPH) activity, sphingoid biosynthetic process
LOC_Os06g42720	0.8447088644393224	5.481114134492418e-22	Os06g0633800	OsATL5	Amino acid transporter, transmembrane domain containing protein	protein_coding	LOC4341591	4341591	Amino acid transporter, transmembrane domain containing protein.	NA	NA	NA	NA	OsATL5	amino acid transporter-like 5	NA	NA	NA	amino acid transporter AVT6A	GO:0016021, GO:0003333, GO:0015171, GO:0016020, GO:0005886, GO:0006865, GO:0015179, GO:0015807, GO:1902475	integral component of membrane, amino acid transmembrane transport, amino acid transmembrane transporter activity, membrane, plasma membrane, amino acid transport, L-amino acid transmembrane transporter activity, L-amino acid transport, L-alpha-amino acid transmembrane transport
LOC_Os07g36820	0.796644318363437	5.699976303836052e-22	Os07g0553900	NA	Conserved hypothetical protein	protein_coding	LOC4343559	4343559	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell number regulator 2	NA	NA
LOC_Os08g42590	1.0233288212950145	6.127246848141026e-22	Os08g0538600	NA	Stress up-regulated Nod 19 family protein	protein_coding	LOC4346175	4346175	Stress up-regulated Nod 19 family protein.	NA	NA	NA	NA	NA	NA	NA	mtN19	Table-2, induced transcript and protein in arbusculated cells (sup.ref.1)	uncharacterized LOC4346175	NA	NA
LOC_Os09g34110	0.913300030288739	6.754645154629285e-22	Os09g0516700	NA	Protein of unknown function DUF936, plant family protein	protein_coding	LOC4347582	4347582	Protein of unknown function DUF936, plant family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4347582	NA	NA
LOC_Os01g22640	0.9671881030172806	1.2272129675524988e-21	Os01g0329900	OsGELP14	Similar to Lipase homolog (Fragment)	protein_coding	LOC4326986	4326986	Similar to Lipase homolog (Fragment).	NA	NA	GELP14	GDSL ESTERASE/LIPASE PROTEIN 14	OsGELP14	GDSL esterase/lipase protein 14	GDSL ESTERASE/LIPASE PROTEIN 14	NA	NA	GDSL esterase/lipase At1g09390	GO:0016021, GO:0016788, GO:0016020, GO:0006629, GO:0009570	integral component of membrane, hydrolase activity, acting on ester bonds, membrane, lipid metabolic process, chloroplast stroma
LOC_Os01g22640	0.9671881030172806	1.2272129675524988e-21	Os01g0329900	OsGELP14	Similar to Lipase homolog (Fragment)	protein_coding	LOC4326986	4326986	Hypothetical conserved gene.	NA	NA	GELP14	GDSL ESTERASE/LIPASE PROTEIN 14	OsGELP14	GDSL esterase/lipase protein 14	GDSL ESTERASE/LIPASE PROTEIN 14	NA	NA	GDSL esterase/lipase At1g09390	GO:0016021, GO:0016788, GO:0016020, GO:0006629, GO:0009570	integral component of membrane, hydrolase activity, acting on ester bonds, membrane, lipid metabolic process, chloroplast stroma
LOC_Os02g48630	0.9617921820987471	1.4392436832610295e-21	Os02g0717500	NA	Similar to X7 (Fragment)	protein_coding	LOC4330530	4330530	Similar to X7 (Fragment).	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4330530	GO:0051213	dioxygenase activity
LOC_Os01g16400	1.683847185497968	1.5615468793611679e-21	Os01g0269800	NA	NB-ARC domain containing protein	protein_coding	LOC4326269	4326269	NB-ARC domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	disease resistance protein Pik-2-like	GO:0006952, GO:0043531, GO:0009609	defense response, ADP binding, response to symbiotic bacterium
LOC_Os02g44730	1.694231449395509	1.5990609417481018e-21	Os02g0667500	NA	Similar to tetracycline transporter protein	protein_coding	LOC4330257	4330257	Similar to tetracycline transporter protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	hippocampus abundant transcript 1 protein	GO:0022857, GO:0055085, GO:0016021, GO:0016020	transmembrane transporter activity, transmembrane transport, integral component of membrane, membrane
LOC_Os02g44730	1.694231449395509	1.5990609417481018e-21	Os02g0667500	NA	Similar to tetracycline transporter protein	protein_coding	LOC4330257	4330257	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	hippocampus abundant transcript 1 protein	GO:0022857, GO:0055085, GO:0016021, GO:0016020	transmembrane transporter activity, transmembrane transport, integral component of membrane, membrane
LOC_Os06g49320	0.8106010846165267	1.6357046849077623e-21	Os06g0707200	NA	Glycosyltransferase AER61, uncharacterized domain containing protein	protein_coding	LOC4342012	4342012	Glycosyltransferase AER61, uncharacterized domain containing protein.	NA	NA	NA	NA	OsXAT4	xylan arabinosyltransferase4	XYLAN ARABINOSYLTRANSFERASE 4	NA	NA	protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2	GO:0016757, GO:0016740, GO:0000139, GO:0005794, GO:0016763, GO:0008152, GO:0045491	glycosyltransferase activity, transferase activity, Golgi membrane, Golgi apparatus, pentosyltransferase activity, metabolic process, xylan metabolic process
LOC_Os07g28400	2.5325886743918407	1.7141356735151397e-21	Os07g0467200	OsCDGSH	Similar to Clone ZZD536 mRNA sequence	protein_coding	LOC4343177	4343177	Similar to Clone ZZD536 mRNA sequence.	NA	NA	NA	NA	OsCDGSH, CDGSH	NA	NA	NA	NA	CDGSH iron-sulfur domain-containing protein NEET	GO:0010150, GO:0043231, GO:0055072, GO:0072593, GO:0051537, GO:0005739, GO:0009570, GO:0046872, GO:0005741, GO:0005737, GO:0010506, GO:0046688	leaf senescence, intracellular membrane-bounded organelle, iron ion homeostasis, reactive oxygen species metabolic process, 2 iron, 2 sulfur cluster binding, mitochondrion, chloroplast stroma, metal ion binding, mitochondrial outer membrane, cytoplasm, regulation of autophagy, response to copper ion
LOC_Os05g48850	1.0068326046045506	2.329465982677305e-21	Os05g0563000	OsSND2	NAC family transcription factor, Secondary cell wall biosynthesis, Positive regulator of cellulose biosynthesi	protein_coding	LOC4339612	4339612	NAC family transcription factor, Secondary cell wall biosynthesis, Positive regulator of cellulose biosynthesis	OsSND2	SECONDARY WALL-ASSOCIATED NAC DOMAIN PROTEIN 2	NAC62	NAC DOMAIN-CONTAINING PROTEIN 62	ONAC062, ONAC62, OsSND2, SND2	NAC domain-containing protein 062, NAC domain-containing protein 62, SECONDARY WALL-ASSOCIATED NAC DOMAIN PROTEIN2, SECONDARY WALL-ASSOCIATED NAC DOMAIN PROTEIN 2	NAC DOMAIN-CONTAINING PROTEIN 62	NA	NA	NAC domain-containing protein 73	GO:0043565, GO:0006355, GO:0044212, GO:0005634, GO:0003677, GO:0003700, GO:0000976, GO:0009834, GO:0030244	NA
LOC_Os10g38140	1.9492371158281996	2.5158687389772976e-21	Os10g0525400	OsGSTU15	Similar to Glutathione S-transferase GSTU31 (Fragment)	protein_coding	LOC4349167	4349167	Similar to Glutathione S-transferase GSTU31 (Fragment).	NA	NA	GSTU15	TAU GLUTATHIONE S-TRANSFERASE 15	OsGSTU15	glutathione transferase U15	TAU GLUTATHIONE S-TRANSFERASE 15	NA	NA	glutathione S-transferase U17	GO:0006749, GO:0004364, GO:0005737, GO:0016740, GO:0042221, GO:0005515, GO:0009407, GO:0009507, GO:0009651, GO:0009704, GO:0046686, GO:0048527, GO:0060416	glutathione metabolic process, glutathione transferase activity, cytoplasm, transferase activity, response to chemical, protein binding, toxin catabolic process, chloroplast, response to salt stress, de-etiolation, response to cadmium ion, lateral root development, response to growth hormone
LOC_Os10g38140	1.9492371158281996	2.5158687389772976e-21	Os10g0525400	OsGSTU15	Similar to Glutathione S-transferase GSTU31 (Fragment)	protein_coding	LOC4349167	4349167	Similar to glutathione S-transferase GST 34.	NA	NA	GSTU15	TAU GLUTATHIONE S-TRANSFERASE 15	OsGSTU15	glutathione transferase U15	TAU GLUTATHIONE S-TRANSFERASE 15	NA	NA	glutathione S-transferase U17	GO:0006749, GO:0004364, GO:0005737, GO:0016740, GO:0042221, GO:0005515, GO:0009407, GO:0009507, GO:0009651, GO:0009704, GO:0046686, GO:0048527, GO:0060416	glutathione metabolic process, glutathione transferase activity, cytoplasm, transferase activity, response to chemical, protein binding, toxin catabolic process, chloroplast, response to salt stress, de-etiolation, response to cadmium ion, lateral root development, response to growth hormone
LOC_Os08g36320	0.7723703027080884	3.63189309641824e-21	Os08g0465800	OsGAD1	Similar to Glutamate decarboxylase	protein_coding	LOC4345787	4345787	Similar to Glutamate decarboxylase.	NA	NA	GAD1	GLUTAMATE DECARBOXYLASE 1	OsGAD1, GDC	glutamate decarboxylase 1	GLUTAMATE DECARBOXYLASE 1	NA	NA	glutamate decarboxylase 1	GO:0019752, GO:0004351, GO:0030170, GO:0005829, GO:0016830, GO:0006538, GO:0003824, GO:0016829, GO:0006536, GO:0016831, GO:0009651	carboxylic acid metabolic process, glutamate decarboxylase activity, pyridoxal phosphate binding, cytosol, carbon-carbon lyase activity, glutamate catabolic process, catalytic activity, lyase activity, glutamate metabolic process, carboxy-lyase activity, response to salt stress
LOC_Os08g36320	0.7723703027080884	3.63189309641824e-21	Os08g0465800	OsGAD1	Similar to Glutamate decarboxylase	protein_coding	LOC4345787	4345787	Glutamate decarboxylase	OsGAD1	glutamate decarboxylase 1	GAD1	GLUTAMATE DECARBOXYLASE 1	OsGAD1, GDC	glutamate decarboxylase 1	GLUTAMATE DECARBOXYLASE 1	NA	NA	glutamate decarboxylase 1	GO:0019752, GO:0004351, GO:0030170, GO:0005829, GO:0016830, GO:0006538, GO:0003824, GO:0016829, GO:0006536, GO:0016831, GO:0009651	carboxylic acid metabolic process, glutamate decarboxylase activity, pyridoxal phosphate binding, cytosol, carbon-carbon lyase activity, glutamate catabolic process, catalytic activity, lyase activity, glutamate metabolic process, carboxy-lyase activity, response to salt stress
LOC_Os08g36320	0.7723703027080884	3.63189309641824e-21	Os08g0465800	OsGAD1	Similar to Glutamate decarboxylase	protein_coding	LOC4345787	4345787	Glutamate decarboxylase, Ca<sup>2+</sup>/calmodulin-dependent enzyme	RicGAD	rice glutamate decarboxylase	GAD1	GLUTAMATE DECARBOXYLASE 1	OsGAD1, GDC	glutamate decarboxylase 1	GLUTAMATE DECARBOXYLASE 1	NA	NA	glutamate decarboxylase 1	GO:0019752, GO:0004351, GO:0030170, GO:0005829, GO:0016830, GO:0006538, GO:0003824, GO:0016829, GO:0006536, GO:0016831, GO:0009651	carboxylic acid metabolic process, glutamate decarboxylase activity, pyridoxal phosphate binding, cytosol, carbon-carbon lyase activity, glutamate catabolic process, catalytic activity, lyase activity, glutamate metabolic process, carboxy-lyase activity, response to salt stress
LOC_Os03g45170	1.5524019960310946	3.886242611668961e-21	Os03g0654400	OsCAT4	Similar to Cationic amino acid transporter-like protein	protein_coding	LOC4333602	4333602	Similar to Cationic amino acid transporter-like protein.	NA	NA	NA	NA	OsCAT4	cationic amino acid transporter 4, MEU22 homolog	CATIONIC AMINO ACID TRANSPORTER 4	NA	NA	uncharacterized LOC4333602	GO:0022857, GO:0055085, GO:0016021, GO:0016020, GO:0015171, GO:0003333, GO:0006865, GO:0006810, GO:0007126	NA
LOC_Os03g45170	1.5524019960310946	3.886242611668961e-21	Os03g0654400	OsCAT4	Similar to Cationic amino acid transporter-like protein	protein_coding	LOC4333602	4333602	Similar to High-affinity cationic amino acid transporter 1.	NA	NA	NA	NA	OsCAT4	cationic amino acid transporter 4, MEU22 homolog	CATIONIC AMINO ACID TRANSPORTER 4	NA	NA	uncharacterized LOC4333602	GO:0022857, GO:0055085, GO:0016021, GO:0016020, GO:0015171, GO:0003333, GO:0006865, GO:0006810, GO:0007126	NA
LOC_Os01g56420	1.0976750210556072	6.228046049539407e-21	Os01g0770700	COPT1	Similar to Copper transporter 1	protein_coding	LOC4324610	4324610	High-affinity copper transport protein, Modulation of copper redistribution	OsCOPT1	copper transporter 1	COPT1	COPPER TRANSPORTER 1	COPT1, OsCOPT1	copper transporter 1	NA	NA	NA	copper transporter 1-like	GO:0005375, GO:0051119, GO:0006825, GO:0005886, GO:0043621, GO:0006878, GO:0006952, GO:0005887, GO:0016020, GO:0016021, GO:0006811, GO:0034219, GO:0005515, GO:0035434, GO:0046688	copper ion transmembrane transporter activity, sugar transmembrane transporter activity, copper ion transport, plasma membrane, protein self-association, cellular copper ion homeostasis, defense response, integral component of plasma membrane, membrane, integral component of membrane, ion transport, carbohydrate transmembrane transport, protein binding, copper ion transmembrane transport, response to copper ion
LOC_Os06g21820	2.0459837025572596	6.81641401131625e-21	Os06g0323100	NA	Similar to H1005F08.18 protein	protein_coding	LOC4340899	4340899	Similar to H1005F08.18 protein.	NA	NA	NA	NA	NA	indole-3-acetate O-methyl- transferase 1-like, jasmonate O-methyltransferase	NA	NA	NA	indole-3-acetate O-methyltransferase 1-like	GO:0008168, GO:0008757, GO:0032259, GO:0009751	methyltransferase activity, S-adenosylmethionine-dependent methyltransferase activity, methylation, response to salicylic acid
LOC_Os02g33770	1.2527649478509575	7.811748092193726e-21	Os02g0542400	NA	Conserved hypothetical protein	protein_coding	LOC4329598	4329598	Trihelix DNA binding domain containing protein, Regulation of stress tolerance, Salt tolerance	OsGT&gamma;-1, OsGTgamma-1	GT factor gamma-1	MSL13	MYB/SANT-LIKE 13	OsMSL13, DLN59, OsDLN59, OsGTgamma-1, GTgamma-1	Myb/SANT-LIKE 13, DLN repressor 59, DLN motif protein 59, GT factor gamma-1	MYB/SANT-LIKE 13	NA	NA	uncharacterized LOC4329598	GO:0005634	nucleus
